uf20-043 2536 -1 2 3 -4 5 6 7 8 9 10 11 12 13 -14 -15 -16 17 -18 19 -20 0 
uf20-044 2306 -1 -2 3 4 5 6 7 -8 9 -10 11 12 13 14 15 -16 -17 -18 19 20 0 
uf20-045 2794 1 2 -3 4 -5 6 7 8 -9 10 11 -12 -13 14 15 16 17 18 19 20 0 
uf20-046 3150 1 2 -3 -4 5 6 7 -8 9 10 11 12 13 14 15 -16 17 18 19 20 0 
uf20-047 3121 -1 -2 3 4 -5 6 7 -8 9 -10 11 12 13 -14 15 16 17 18 19 20 0 
uf20-048 3513 1 2 3 -4 5 6 7 8 -9 10 11 12 13 14 15 16 -17 18 19 -20 0 
uf20-049 2909 -1 -2 -3 4 -5 6 7 8 -9 10 11 12 13 14 15 16 -17 18 -19 20 0 
uf20-050 2913 -1 2 3 4 5 6 7 8 9 10 -11 12 -13 14 15 -16 -17 18 -19 20 0 
uf20-051 3469 1 2 -3 4 5 6 -7 8 9 10 11 12 13 -14 15 -16 17 18 19 20 0 
uf20-052 3731 -1 2 3 4 5 6 -7 8 -9 -10 11 12 13 14 15 16 17 18 19 20 0 
uf20-053 4194 1 2 3 -4 5 6 7 8 9 10 11 12 13 14 15 16 17 -18 19 20 0 
uf20-054 2691 -1 -2 3 -4 5 6 -7 8 -9 10 11 12 13 -14 15 16 17 18 19 20 0 
uf20-055 2851 1 -2 3 4 -5 -6 -7 8 9 10 11 -12 13 14 15 16 -17 18 19 20 0 
uf20-056 3271 -1 2 -3 4 5 -6 -7 8 9 10 11 12 13 14 15 16 17 -18 19 20 0 
uf20-057 3806 1 2 3 4 -5 -6 -7 8 9 10 11 -12 13 14 -15 16 17 18 19 20 0 
uf20-058 3261 1 2 3 -4 5 -6 7 -8 -9 10 11 12 13 14 -15 -16 17 18 19 20 0 
uf20-059 4144 1 2 3 4 5 6 7 -8 9 -10 11 12 13 14 15 16 -17 18 19 -20 0 
uf20-060 4389 1 2 3 -4 5 6 7 8 9 -10 11 12 -13 14 15 16 17 18 19 20 0 
uf20-061 3752 1 2 3 4 5 -6 -7 8 -9 10 11 12 13 14 15 16 17 18 -19 20 0 
uf20-062 2436 1 -2 3 -4 5 6 7 8 9 -10 -11 12 13 -14 -15 16 17 18 -19 20 0 
uf20-063 3475 1 2 3 4 5 6 -7 -8 9 10 11 12 -13 14 -15 16 17 -18 19 20 0 
uf20-064 3282 1 2 3 -4 5 -6 -7 8 9 10 11 12 -13 14 15 16 17 -18 19 20 0 
uf20-065 3786 1 2 3 4 -5 6 -7 8 -9 10 11 12 13 14 15 -16 17 18 19 -20 0 
uf20-066 4120 1 2 3 4 5 -6 7 -8 9 -10 11 12 13 14 15 16 17 -18 19 20 0 
uf20-067 3429 1 2 -3 -4 5 6 7 8 9 -10 11 12 -13 -14 15 16 17 18 19 20 0 
uf20-068 3516 1 2 3 4 5 6 7 8 9 -10 -11 12 13 14 15 -16 -17 18 19 20 0 
uf20-069 3669 1 2 3 4 5 6 -7 -8 9 10 11 12 13 -14 15 -16 17 18 19 -20 0 
uf20-070 3551 1 2 3 4 5 6 -7 8 9 10 11 -12 -13 14 -15 16 17 18 19 -20 0 
uf20-071 2947 1 -2 -3 4 -5 6 7 -8 9 10 11 12 13 14 -15 16 -17 -18 19 20 0 
uf20-072 3013 1 -2 -3 4 5 6 7 -8 9 -10 11 12 -13 14 15 -16 -17 18 19 20 0 
uf20-073 4217 1 2 -3 4 5 6 7 8 9 10 -11 12 13 -14 -15 16 17 18 19 20 0 
uf20-074 4192 1 2 3 4 5 6 -7 8 9 10 11 12 -13 14 15 16 17 18 -19 20 0 
uf20-075 3137 1 -2 3 4 5 6 7 -8 9 10 11 12 13 -14 15 16 -17 -18 19 -20 0 
uf20-076 3121 1 -2 3 -4 -5 -6 7 -8 9 10 -11 12 13 14 15 16 17 18 19 -20 0 
uf20-078 3139 1 2 3 4 5 -6 7 -8 9 -10 11 12 -13 14 15 -16 17 18 19 20 0 
uf20-079 2919 1 -2 3 4 5 6 -7 -8 9 10 11 12 -13 -14 15 -16 17 18 -19 20 0 
uf20-080 3694 1 2 3 -4 5 -6 7 8 9 -10 11 12 13 14 15 16 17 -18 19 20 0 
uf20-081 4032 1 2 3 4 5 6 7 8 9 10 11 12 13 -14 15 16 17 18 -19 -20 0 
uf20-082 3540 1 2 3 4 5 -6 -7 -8 9 10 11 12 13 14 -15 16 17 18 -19 20 0 
uf20-083 3049 1 2 3 4 5 -6 -7 8 9 10 11 12 13 14 -15 -16 17 18 -19 20 0 
uf20-084 3532 1 -2 3 4 -5 6 7 8 9 10 11 -12 13 14 15 -16 17 18 19 20 0 
uf20-085 3484 1 2 -3 4 5 6 7 8 -9 10 11 12 13 -14 15 -16 17 18 19 20 0 
uf20-086 2722 1 -2 3 -4 5 6 7 8 9 10 -11 12 13 14 15 16 -17 -18 -19 20 0 
uf20-087 3022 1 -2 3 -4 5 6 -7 8 -9 10 11 12 13 14 15 -16 17 18 19 20 0 
uf20-089 2261 1 2 -3 4 5 6 7 8 -9 10 11 12 -13 -14 -15 -16 17 18 19 20 0 
uf20-090 3863 1 2 3 4 5 6 7 8 -9 10 11 12 13 14 15 16 17 18 19 20 0 
uf20-091 3367 -1 2 3 4 5 6 -7 8 9 10 -11 12 13 14 15 16 17 18 19 -20 0 
uf20-092 4206 1 2 3 4 5 6 7 8 9 -10 11 12 13 14 15 16 17 18 19 20 0 
uf20-093 2432 -1 -2 3 -4 5 6 7 -8 9 -10 -11 12 13 14 15 16 17 -18 19 20 0 
uf20-094 3046 1 2 3 -4 5 6 -7 8 9 10 11 12 13 -14 -15 16 17 -18 19 -20 0 
uf20-095 3391 1 2 3 4 5 -6 -7 8 -9 10 11 12 13 14 15 16 17 18 -19 20 0 
uf20-096 3386 -1 2 3 4 5 6 7 8 9 10 11 -12 13 14 -15 16 17 18 19 20 0 
uf20-097 2615 1 2 3 4 -5 -6 7 -8 9 10 -11 -12 13 14 -15 16 17 18 -19 20 0 
uf20-098 3163 1 2 3 -4 5 -6 7 8 9 10 -11 12 13 14 -15 16 17 18 19 20 0 
uf20-099 2270 1 2 3 -4 -5 -6 7 8 9 10 11 12 -13 14 -15 -16 17 18 -19 20 0 
uf20-0100 6375 1 2 3 4 5 -6 -7 8 9 -10 11 12 13 14 15 16 -17 -18 19 20 0 
uf20-0101 6072 1 2 3 4 -5 6 -7 8 -9 10 11 -12 -13 14 15 16 17 18 19 20 0 
uf20-0102 4525 -1 2 -3 4 -5 6 7 -8 9 10 -11 12 13 14 -15 16 17 -18 -19 -20 0 
uf20-0103 6887 -1 2 3 4 5 6 -7 8 9 10 11 12 13 -14 15 16 -17 18 19 -20 0 
uf20-0104 6132 1 2 3 4 5 -6 7 8 9 -10 11 12 13 -14 15 16 17 -18 -19 20 0 
uf20-0105 6790 -1 2 3 4 5 6 7 -8 9 10 11 12 -13 -14 15 -16 17 18 19 20 0 
uf20-0106 7577 -1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 -17 18 -19 20 0 
uf20-0107 6019 1 2 3 4 -5 6 7 -8 9 10 -11 12 13 -14 15 -16 17 18 19 -20 0 
uf20-0108 9424 1 2 3 4 5 6 7 8 9 10 11 -12 13 14 15 16 17 18 19 20 0 
uf20-0109 4259 1 2 3 4 5 -6 7 -8 9 10 11 -12 -13 14 -15 -16 -17 -18 19 -20 0 
uf20-0110 5934 1 -2 3 4 5 6 7 8 9 -10 11 -12 13 14 15 16 17 18 19 -20 0 
uf20-0111 7509 1 2 3 4 5 6 7 8 9 -10 -11 12 -13 14 15 16 17 -18 19 20 0 
uf20-0112 7483 -1 2 3 4 5 6 7 8 -9 10 11 12 13 14 15 16 17 18 -19 20 0 
uf20-0113 6500 1 -2 3 4 -5 6 7 8 9 10 11 -12 -13 14 15 16 17 18 19 -20 0 
uf20-0114 7960 1 2 3 4 5 6 7 -8 9 -10 11 12 13 14 15 16 17 -18 19 20 0 
uf20-0115 5570 1 -2 3 4 5 -6 -7 -8 9 10 11 12 13 14 -15 16 17 18 -19 20 0 
uf20-0116 6192 1 2 3 4 -5 6 7 8 9 -10 11 12 13 14 -15 16 17 -18 -19 -20 0 
uf20-0117 6407 -1 -2 -3 4 5 6 7 8 -9 10 11 12 13 14 15 16 17 18 19 -20 0 
uf20-0118 6605 1 -2 -3 4 5 -6 7 8 -9 10 11 -12 13 14 15 16 17 18 19 20 0 
uf20-0119 7538 1 2 3 4 5 6 7 8 -9 10 11 -12 13 14 15 16 17 -18 19 -20 0 
uf20-0120 6529 1 -2 3 4 5 6 7 8 9 10 11 12 -13 -14 15 16 17 18 -19 -20 0 
uf20-0121 7821 1 -2 3 4 -5 6 7 8 9 10 11 12 13 14 15 16 17 18 -19 20 0 
uf20-0122 7238 1 2 3 4 5 6 7 -8 9 10 11 12 -13 14 -15 16 17 18 19 -20 0 
uf20-0123 8000 1 2 3 4 5 -6 7 8 9 10 -11 12 13 14 15 16 17 18 -19 20 0 
uf20-0124 7200 1 2 3 4 5 6 7 8 9 10 11 12 13 14 -15 -16 17 -18 19 -20 0 
uf20-0125 8727 1 2 3 4 5 6 7 8 -9 10 11 12 13 14 -15 16 17 18 19 20 0 
uf20-0126 8130 1 2 3 4 5 6 7 8 9 10 11 12 -13 14 15 -16 17 18 -19 20 0 
uf20-0127 5643 1 2 3 -4 -5 6 -7 8 9 10 11 12 13 14 15 16 -17 -18 -19 20 0 
uf20-0128 6665 1 -2 3 4 5 6 7 8 9 10 11 12 -13 14 15 -16 -17 18 19 -20 0 
uf20-0129 4382 1 -2 3 4 5 6 7 8 9 10 -11 12 -13 14 -15 -16 17 -18 19 20 0 
uf20-0130 5090 -1 -2 3 4 5 -6 7 8 9 10 11 12 13 -14 -15 16 -17 18 19 -20 0 
uf20-0131 8047 1 2 3 4 5 -6 7 -8 9 10 -11 12 13 14 15 16 17 18 19 20 0 
uf20-0132 6196 1 2 3 4 5 6 7 8 -9 10 -11 12 -13 14 -15 -16 17 18 19 20 0 
uf20-0133 8786 1 -2 3 4 5 6 7 -8 9 10 11 12 13 14 15 16 17 18 19 20 0 
uf20-0134 6323 1 2 -3 -4 5 6 7 8 9 10 11 12 13 14 -15 -16 17 18 -19 20 0 
uf20-0135 5550 1 2 3 4 -5 6 7 -8 -9 10 -11 12 13 -14 -15 16 -17 18 19 20 0 
uf20-0136 8130 1 2 3 -4 5 6 7 -8 9 10 11 12 13 14 15 16 17 -18 19 20 0 
uf20-0137 3707 -1 2 -3 4 5 -6 7 8 9 -10 -11 12 13 -14 -15 16 17 18 -19 -20 0 
uf20-0138 6280 -1 -2 -3 4 5 6 7 8 9 10 -11 12 13 -14 15 16 17 18 -19 20 0 
uf20-0139 5633 -1 -2 3 -4 5 6 7 -8 9 10 11 12 13 -14 15 16 17 18 19 20 0 
uf20-0140 8816 1 2 3 -4 5 6 7 8 9 10 11 12 13 14 15 -16 17 18 19 20 0 
uf20-0141 5866 1 2 3 -4 5 6 7 -8 9 10 11 12 -13 14 15 16 17 -18 -19 20 0 
uf20-0142 6483 1 2 3 -4 -5 -6 7 8 -9 -10 11 12 13 14 15 16 17 18 19 20 0 
uf20-0143 7505 1 2 3 4 5 6 7 8 -9 10 11 12 13 14 15 16 17 18 19 -20 0 
uf20-0144 4605 -1 -2 3 -4 5 6 7 -8 9 10 -11 12 13 -14 -15 16 17 18 -19 20 0 
uf20-0145 6201 1 2 3 -4 5 6 -7 8 9 10 -11 12 13 -14 15 16 17 18 -19 -20 0 
uf20-0146 6179 1 2 -3 -4 5 6 7 8 -9 10 -11 12 13 -14 15 16 -17 18 19 20 0 
uf20-0147 5874 1 2 3 -4 5 -6 7 8 -9 10 11 -12 13 14 -15 16 17 18 19 -20 0 
uf20-0148 7276 1 2 -3 4 5 6 7 -8 -9 10 11 12 13 -14 15 -16 17 18 19 20 0 
uf20-0149 5398 1 2 -3 4 5 6 -7 8 9 -10 -11 12 13 14 15 16 17 18 -19 20 0 
uf20-0150 5595 1 2 3 4 -5 -6 -7 8 -9 10 -11 12 -13 14 15 16 17 18 19 20 0 
uf20-0151 7707 1 2 -3 4 5 6 7 8 9 10 11 12 13 14 15 16 -17 18 -19 20 0 
uf20-0152 4206 1 2 -3 -4 5 6 7 -8 -9 10 -11 12 13 14 -15 16 17 -18 -19 -20 0 
uf20-0153 5528 -1 2 3 -4 5 6 7 8 9 10 -11 -12 13 14 15 -16 17 18 19 -20 0 
uf20-0154 8111 1 -2 3 4 5 6 7 8 9 10 -11 12 13 14 15 -16 17 18 19 20 0 
uf20-0155 7280 1 2 3 4 5 -6 -7 8 9 10 11 12 13 14 15 16 -17 18 -19 20 0 
uf20-0156 5044 1 2 -3 4 5 -6 7 8 9 10 11 -12 13 -14 -15 -16 17 -18 19 20 0 
uf20-0157 5541 -1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 -18 -19 20 0 
uf20-0158 6179 1 2 3 4 5 6 -7 8 9 10 11 12 13 -14 -15 16 17 -18 19 -20 0 
uf20-0159 7001 1 2 -3 -4 5 6 -7 8 9 10 11 -12 13 14 15 16 17 18 19 20 0 
uf20-0160 8538 1 2 -3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 0 
uf20-0161 7085 1 -2 -3 4 5 6 7 8 9 10 11 12 13 14 15 16 -17 18 -19 20 0 
uf20-0162 7251 1 2 -3 4 5 6 7 -8 9 10 11 12 -13 14 15 16 17 18 19 -20 0 
uf20-0163 8374 -1 2 3 4 5 6 7 8 9 -10 11 12 13 14 15 16 17 18 19 20 0 
uf20-0164 5080 1 -2 3 4 5 6 7 8 9 -10 11 12 13 -14 15 -16 -17 -18 -19 20 0 
uf20-0165 7730 1 2 3 4 5 6 -7 8 9 10 11 -12 13 14 15 16 -17 18 19 -20 0 
uf20-0166 5471 -1 2 3 4 -5 6 7 -8 9 10 11 12 -13 -14 -15 16 17 18 19 -20 0 
uf20-0167 6535 1 -2 3 4 5 6 7 8 9 10 11 12 13 14 -15 16 -17 18 -19 -20 0 
uf20-0168 6303 1 -2 3 -4 5 6 7 8 -9 10 11 12 -13 14 15 16 17 18 -19 -20 0 
uf20-0169 5790 -1 2 3 4 5 6 7 8 9 10 11 -12 13 -14 15 -16 17 18 -19 -20 0 
uf20-0170 6983 1 2 3 4 5 6 7 8 9 -10 11 12 13 14 -15 16 17 -18 19 -20 0 
uf20-0171 8216 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 -17 18 -19 20 0 
uf20-0172 5946 1 2 3 -4 -5 6 -7 -8 -9 10 11 12 13 14 15 16 -17 18 19 20 0 
uf20-0173 7158 1 -2 3 4 5 6 7 8 9 10 -11 -12 13 14 15 -16 -17 18 19 20 0 
uf20-0174 6558 1 -2 3 4 5 6 7 8 -9 10 -11 12 -13 14 -15 -16 17 18 19 20 0 
uf20-0175 6529 1 2 3 -4 -5 6 -7 8 9 10 11 12 13 14 -15 16 -17 18 19 20 0 
uf20-0176 4940 1 -2 -3 4 5 6 -7 -8 9 -10 -11 12 13 14 15 16 -17 18 19 20 0 
uf20-0177 6963 -1 2 3 4 5 6 7 8 9 10 11 12 -13 14 15 16 17 -18 -19 20 0 
uf20-0178 5355 1 -2 3 4 5 -6 7 8 9 10 11 12 -13 14 -15 -16 17 -18 19 20 0 
uf20-0179 8429 1 2 3 4 5 6 7 8 9 10 -11 12 13 -14 15 16 17 18 19 20 0 
uf20-0180 6797 1 2 3 4 -5 6 7 8 -9 10 11 12 13 -14 15 16 17 -18 -19 20 0 
uf20-0181 6702 1 2 3 4 5 6 -7 -8 9 10 -11 12 13 14 15 16 -17 -18 19 20 0 
uf20-0182 6392 -1 2 3 4 5 6 -7 -8 9 10 11 12 13 14 15 16 -17 18 19 20 0 
uf20-0183 5207 1 2 3 -4 5 6 7 8 -9 10 -11 12 -13 14 15 -16 -17 18 -19 -20 0 
uf20-0184 6451 -1 2 3 -4 5 6 7 -8 9 10 11 12 -13 14 15 16 17 -18 19 -20 0 
uf20-0185 6543 1 2 -3 4 5 6 7 8 9 -10 11 -12 -13 14 15 16 17 -18 19 20 0 
uf20-0186 6675 -1 2 3 -4 5 6 7 8 9 -10 11 12 -13 14 15 16 17 18 19 20 0 
uf20-0187 5015 -1 2 3 -4 -5 6 7 8 9 -10 11 12 -13 14 15 16 17 -18 19 20 0 
uf20-0188 5547 1 2 3 4 5 -6 -7 8 9 -10 11 12 13 14 15 -16 17 -18 -19 -20 0 
uf20-0189 6014 1 -2 3 4 -5 -6 7 -8 9 10 11 -12 13 -14 15 16 17 18 19 -20 0 
uf20-0190 7907 1 2 3 4 5 6 7 8 -9 10 11 12 13 14 15 16 17 18 19 -20 0 
uf20-0191 7249 1 2 3 4 -5 6 -7 8 9 10 11 -12 13 14 15 16 17 18 19 20 0 
uf20-0192 5389 -1 2 -3 4 5 -6 7 8 9 10 -11 12 13 14 -15 16 17 18 -19 20 0 
uf20-0193 5675 1 2 3 4 -5 -6 7 8 -9 -10 11 12 -13 14 15 16 17 18 -19 20 0 
uf20-0194 7105 1 2 -3 4 5 6 7 -8 9 -10 -11 -12 13 14 15 16 17 18 19 20 0 
uf20-0195 7280 1 2 3 4 5 -6 7 8 9 10 -11 12 13 -14 15 16 17 18 19 20 0 
uf20-0196 6404 1 2 3 4 5 -6 7 -8 -9 10 11 12 13 14 15 16 -17 -18 19 20 0 
uf20-0197 5212 1 2 3 -4 -5 -6 7 8 -9 10 -11 12 13 14 15 -16 -17 18 19 20 0 
uf20-0198 6246 1 -2 3 4 5 -6 7 8 -9 10 11 12 13 -14 -15 16 17 18 19 -20 0 
uf20-0199 8621 1 2 3 -4 5 6 7 8 9 10 11 12 13 14 15 16 17 -18 19 20 0 
uf20-0200 2931 1 -2 3 -4 5 6 -7 8 -9 10 -11 -12 -13 14 -15 16 -17 -18 19 20 0 
uf20-0201 5876 1 2 3 4 5 6 7 -8 -9 10 -11 12 13 14 15 16 17 -18 -19 20 0 
uf20-0202 7052 1 2 3 4 5 6 -7 -8 9 10 11 12 13 14 -15 16 17 18 19 20 0 
uf20-0203 5589 1 -2 -3 -4 5 6 -7 8 9 10 11 12 13 14 15 -16 -17 18 19 20 0 
uf20-0204 5102 -1 2 3 4 5 6 7 -8 9 10 -11 12 13 -14 15 16 -17 -18 19 -20 0 
uf20-0205 4889 -1 2 3 4 -5 6 -7 -8 9 -10 11 12 13 14 15 16 17 18 -19 -20 0 
uf20-0206 8358 1 2 3 4 5 6 7 8 -9 10 11 12 13 14 15 -16 17 18 19 20 0 
uf20-0207 6560 1 2 3 4 5 -6 7 8 9 -10 11 12 13 14 15 -16 -17 -18 19 20 0 
uf20-0208 7042 1 2 -3 4 5 6 -7 8 9 10 11 12 13 -14 -15 16 17 18 19 20 0 
uf20-0209 8227 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 15 16 17 -18 19 20 0 
uf20-0210 4136 1 -2 -3 4 5 6 7 8 9 10 11 12 13 14 15 -16 -17 -18 19 -20 0 
uf20-0211 6673 1 2 3 4 5 6 7 8 -9 -10 11 12 13 -14 -15 16 17 18 19 20 0 
uf20-0212 7013 1 2 3 4 -5 6 7 8 -9 10 11 12 13 14 15 16 17 18 -19 -20 0 
uf20-0213 5583 1 2 3 -4 5 6 -7 8 9 -10 11 12 13 -14 15 16 17 18 -19 -20 0 
uf20-0214 7156 1 2 3 -4 5 6 7 8 9 10 11 -12 -13 14 15 -16 17 -18 19 20 0 
uf20-0215 7290 1 2 3 4 5 -6 7 -8 -9 10 11 12 13 14 15 16 17 18 19 20 0 
uf20-0216 4882 1 -2 -3 4 -5 6 -7 8 -9 10 -11 12 -13 14 15 -16 17 18 19 20 0 
uf20-0217 7423 1 -2 -3 4 5 6 7 8 9 -10 11 12 13 14 15 16 17 18 19 20 0 
uf20-0218 5168 1 2 -3 -4 5 -6 7 8 9 10 -11 12 13 14 -15 -16 17 18 19 -20 0 
uf20-0219 6227 1 2 3 4 5 6 -7 -8 9 10 11 -12 -13 14 15 16 17 18 -19 20 0 
uf20-0220 4772 1 -2 3 4 5 6 7 -8 -9 10 -11 -12 13 14 15 -16 17 -18 19 20 0 
uf20-0221 7849 -1 2 3 4 5 -6 7 8 9 -10 11 12 13 14 15 16 17 18 19 20 0 
uf20-0222 8786 1 2 3 4 5 6 7 8 -9 10 11 12 13 14 15 16 17 -18 19 20 0 
uf20-0223 8047 -1 2 3 4 5 6 7 8 9 -10 -11 12 13 14 15 16 17 18 19 20 0 
uf20-0224 5727 1 2 -3 -4 5 6 7 8 9 -10 11 12 13 -14 -15 -16 17 18 19 20 0 
uf20-0225 5366 1 -2 3 4 -5 6 -7 8 9 -10 11 -12 -13 14 15 16 17 18 19 20 0 
uf20-0226 6042 1 2 3 4 5 6 -7 8 9 10 -11 12 13 14 -15 16 17 -18 19 -20 0 
uf20-0227 7986 1 2 3 4 5 6 7 8 9 -10 -11 12 13 14 15 16 17 18 19 20 0 
uf20-0228 6480 1 2 3 4 5 6 -7 8 9 -10 11 12 13 -14 15 -16 17 18 19 -20 0 
uf20-0229 7855 1 2 3 4 5 6 7 8 9 10 -11 12 13 14 15 -16 -17 18 19 20 0 
uf20-0230 5298 1 2 -3 4 5 6 7 8 9 10 -11 -12 13 14 15 16 -17 -18 -19 20 0 
uf20-0231 4198 -1 -2 3 4 5 6 7 -8 9 -10 -11 -12 13 14 15 16 -17 -18 -19 20 0 
uf20-0232 6589 1 2 -3 -4 5 6 7 8 9 10 -11 12 13 -14 15 -16 17 18 19 20 0 
uf20-0233 6697 1 -2 3 4 5 -6 7 8 9 -10 11 -12 13 14 15 16 17 18 19 -20 0 
uf20-0234 6029 1 -2 3 4 5 6 -7 -8 9 10 11 12 -13 14 15 16 17 18 -19 20 0 
uf20-0235 7693 1 2 3 4 5 -6 7 8 9 10 11 12 13 14 15 -16 -17 18 19 20 0 
uf20-0236 8351 1 2 3 4 -5 6 7 8 9 -10 11 12 13 14 -15 16 17 18 19 20 0 
uf20-0237 5677 1 -2 3 4 5 6 -7 8 -9 -10 11 12 13 14 15 -16 -17 18 -19 20 0 
uf20-0238 7534 1 2 3 4 -5 6 -7 8 9 10 11 12 13 -14 15 16 17 18 19 20 0 
uf20-0239 6901 1 2 3 4 5 6 7 8 -9 10 11 12 -13 14 15 16 17 18 -19 20 0 
uf20-0240 6010 1 2 3 4 5 6 -7 8 -9 10 11 -12 -13 14 -15 16 17 18 19 20 0 
uf20-0241 6120 -1 -2 3 4 5 6 -7 8 9 10 11 12 -13 14 15 16 17 18 19 20 0 
uf20-0242 6512 -1 2 3 4 -5 6 7 8 -9 10 -11 12 13 14 15 16 17 18 19 -20 0 
uf20-0243 5992 1 2 -3 -4 -5 6 -7 8 9 10 11 -12 13 14 15 16 17 -18 19 20 0 
uf20-0244 6261 -1 2 3 4 5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 -19 -20 0 
uf20-0245 4017 1 2 3 -4 -5 6 7 8 -9 -10 11 -12 13 14 -15 16 -17 -18 19 -20 0 
uf20-0246 6400 -1 2 3 4 -5 6 7 8 9 10 -11 12 13 -14 -15 16 17 18 19 20 0 
